# Wave Flux Err
6.181840920460230336e+03 1.019371724595585116e+00 2.000000000000000042e-02
6.181860930465232741e+03 9.859577594010413559e-01 2.000000000000000042e-02
6.181880940470235146e+03 9.934455748234735095e-01 2.000000000000000042e-02
6.181900950475237551e+03 9.921566511526864751e-01 2.000000000000000042e-02
6.181920960480239955e+03 9.707285116955369775e-01 2.000000000000000042e-02
6.181940970485242360e+03 1.005921212625151107e+00 2.000000000000000042e-02
6.181960980490244765e+03 1.005219908935851336e+00 2.000000000000000042e-02
6.181980990495247170e+03 1.000101069016092303e+00 2.000000000000000042e-02
6.182001000500250484e+03 9.953070535892069026e-01 2.000000000000000042e-02
6.182021010505252889e+03 9.716913777715238121e-01 2.000000000000000042e-02
6.182041020510255294e+03 9.915858824952814565e-01 2.000000000000000042e-02
6.182061030515257698e+03 9.931444949402207234e-01 2.000000000000000042e-02
6.182081040520260103e+03 9.839532361884802958e-01 2.000000000000000042e-02
6.182101050525262508e+03 9.967730636236112884e-01 2.000000000000000042e-02
6.182121060530264913e+03 1.008079791258978286e+00 2.000000000000000042e-02
6.182141070535267318e+03 1.037722488394263731e+00 2.000000000000000042e-02
6.182161080540269722e+03 1.003490322855538519e+00 2.000000000000000042e-02
6.182181090545273037e+03 1.005149770623556149e+00 2.000000000000000042e-02
6.182201100550275441e+03 9.985098406851982134e-01 2.000000000000000042e-02
6.182221110555277846e+03 9.616233308670514290e-01 2.000000000000000042e-02
6.182241120560280251e+03 9.994684738175156902e-01 2.000000000000000042e-02
6.182261130565282656e+03 1.001203351659609941e+00 2.000000000000000042e-02
6.182281140570285061e+03 1.049263585825470635e+00 2.000000000000000042e-02
6.182301150575287465e+03 9.961515203756674541e-01 2.000000000000000042e-02
6.182321160580289870e+03 1.006029682593900132e+00 2.000000000000000042e-02
6.182341170585292275e+03 9.993044964093322768e-01 2.000000000000000042e-02
6.182361180590295589e+03 9.766251670873865587e-01 2.000000000000000042e-02
6.182381190595297994e+03 1.022855180146408083e+00 2.000000000000000042e-02
6.182401200600300399e+03 1.015037380506019105e+00 2.000000000000000042e-02
6.182421210605302804e+03 1.015819354769022853e+00 2.000000000000000042e-02
6.182441220610305209e+03 9.818109626877001839e-01 2.000000000000000042e-02
6.182461230615307613e+03 1.028054593937157035e+00 2.000000000000000042e-02
6.182481240620310018e+03 9.719616823766900060e-01 2.000000000000000042e-02
6.182501250625312423e+03 1.011735841401749214e+00 2.000000000000000042e-02
6.182521260630314828e+03 1.043807807914109098e+00 2.000000000000000042e-02
6.182541270635317233e+03 9.801879647462643508e-01 2.000000000000000042e-02
6.182561280640320547e+03 9.886727324864412747e-01 2.000000000000000042e-02
6.182581290645322952e+03 1.001991710188361528e+00 2.000000000000000042e-02
6.182601300650325356e+03 9.899291655907322962e-01 2.000000000000000042e-02
6.182621310655327761e+03 9.689854058163561712e-01 2.000000000000000042e-02
6.182641320660330166e+03 1.001369929676439119e+00 2.000000000000000042e-02
6.182661330665332571e+03 9.787525916262890258e-01 2.000000000000000042e-02
6.182681340670334976e+03 1.009470510211696981e+00 2.000000000000000042e-02
6.182701350675337380e+03 9.816101725900238106e-01 2.000000000000000042e-02
6.182721360680339785e+03 1.030997341028114356e+00 2.000000000000000042e-02
6.182741370685343099e+03 9.843335827112913439e-01 2.000000000000000042e-02
6.182761380690345504e+03 9.935574138411737977e-01 2.000000000000000042e-02
6.182781390695347909e+03 1.016268984096798000e+00 2.000000000000000042e-02
6.182801400700350314e+03 9.753813489815152948e-01 2.000000000000000042e-02
6.182821410705352719e+03 1.004547829539563120e+00 2.000000000000000042e-02
6.182841420710355123e+03 1.026141481446736226e+00 2.000000000000000042e-02
6.182861430715357528e+03 9.678489571596113894e-01 2.000000000000000042e-02
6.182881440720359933e+03 1.003691294487190966e+00 2.000000000000000042e-02
6.182901450725362338e+03 1.005196268642999602e+00 2.000000000000000042e-02
6.182921460730364743e+03 1.015635065610658971e+00 2.000000000000000042e-02
6.182941470735368057e+03 9.752595893500386470e-01 2.000000000000000042e-02
6.182961480740370462e+03 9.735894666736217840e-01 2.000000000000000042e-02
6.182981490745372867e+03 1.010437425590383631e+00 2.000000000000000042e-02
6.183001500750375271e+03 1.005938283060284988e+00 2.000000000000000042e-02
6.183021510755377676e+03 1.005008441894758020e+00 2.000000000000000042e-02
6.183041520760380081e+03 1.006927544344448089e+00 2.000000000000000042e-02
6.183061530765382486e+03 9.863980809638568381e-01 2.000000000000000042e-02
6.183081540770384890e+03 1.004643644553614878e+00 2.000000000000000042e-02
6.183101550775387295e+03 1.005860015265187091e+00 2.000000000000000042e-02
6.183121560780390610e+03 9.857115326011502976e-01 2.000000000000000042e-02
6.183141570785393014e+03 1.037314046320474858e+00 2.000000000000000042e-02
6.183161580790395419e+03 1.009475209624949077e+00 2.000000000000000042e-02
6.183181590795397824e+03 9.761724763448152986e-01 2.000000000000000042e-02
6.183201600800400229e+03 1.013129613516506877e+00 2.000000000000000042e-02
6.183221610805402634e+03 9.805049029668412297e-01 2.000000000000000042e-02
6.183241620810405038e+03 1.015740223446169876e+00 2.000000000000000042e-02
6.183261630815407443e+03 1.023170437923560439e+00 2.000000000000000042e-02
6.183281640820409848e+03 9.835848749204050279e-01 2.000000000000000042e-02
6.183301650825412253e+03 1.019266038788066542e+00 2.000000000000000042e-02
6.183321660830415567e+03 1.008254129629136076e+00 2.000000000000000042e-02
6.183341670835417972e+03 1.016439709148780679e+00 2.000000000000000042e-02
6.183361680840420377e+03 1.037934360431481684e+00 2.000000000000000042e-02
6.183381690845422781e+03 9.950907332586502729e-01 2.000000000000000042e-02
6.183401700850425186e+03 9.849237670624200192e-01 2.000000000000000042e-02
6.183421710855427591e+03 9.822081964982417590e-01 2.000000000000000042e-02
6.183441720860429996e+03 9.836822741027040351e-01 2.000000000000000042e-02
6.183461730865432401e+03 9.984564402948261641e-01 2.000000000000000042e-02
6.183481740870434805e+03 1.006821508630125761e+00 2.000000000000000042e-02
6.183501750875438120e+03 1.005532279740418256e+00 2.000000000000000042e-02
6.183521760880440524e+03 1.016542123323651126e+00 2.000000000000000042e-02
6.183541770885442929e+03 1.000258490738435535e+00 2.000000000000000042e-02
6.183561780890445334e+03 1.029069128970546920e+00 2.000000000000000042e-02
6.183581790895447739e+03 9.947053052574841292e-01 2.000000000000000042e-02
6.183601800900450144e+03 1.054401819716932698e+00 2.000000000000000042e-02
6.183621810905452548e+03 1.012511777771126553e+00 2.000000000000000042e-02
6.183641820910454953e+03 9.828552740857090519e-01 2.000000000000000042e-02
6.183661830915457358e+03 9.785805696182686697e-01 2.000000000000000042e-02
6.183681840920460672e+03 1.009647862216788150e+00 2.000000000000000042e-02
6.183701850925463077e+03 9.955291525045368850e-01 2.000000000000000042e-02
6.183721860930465482e+03 1.014278412358442960e+00 2.000000000000000042e-02
6.183741870935467887e+03 1.009463149199753662e+00 2.000000000000000042e-02
6.183761880940470292e+03 9.985418126526727223e-01 2.000000000000000042e-02
6.183781890945472696e+03 9.830625107075265934e-01 2.000000000000000042e-02
6.183801900950475101e+03 9.697014347035265436e-01 2.000000000000000042e-02
6.183821910955477506e+03 9.910680742492188333e-01 2.000000000000000042e-02
6.183841920960479911e+03 1.017126343235011721e+00 2.000000000000000042e-02
6.183861930965482316e+03 1.004280236253493053e+00 2.000000000000000042e-02
6.183881940970485630e+03 9.750835797830523788e-01 2.000000000000000042e-02
6.183901950975488035e+03 1.003461967824465173e+00 2.000000000000000042e-02
6.183921960980490439e+03 1.007704690815601323e+00 2.000000000000000042e-02
6.183941970985492844e+03 9.823211883736997496e-01 2.000000000000000042e-02
6.183961980990495249e+03 1.003072833056124935e+00 2.000000000000000042e-02
6.183981990995497654e+03 1.001162499108097625e+00 2.000000000000000042e-02
6.184002001000500059e+03 9.771389125466670711e-01 2.000000000000000042e-02
6.184022011005502463e+03 1.007154059436155880e+00 2.000000000000000042e-02
6.184042021010504868e+03 1.011213996443937502e+00 2.000000000000000042e-02
6.184062031015508182e+03 1.021659324428594751e+00 2.000000000000000042e-02
6.184082041020510587e+03 1.021074334215090307e+00 2.000000000000000042e-02
6.184102051025512992e+03 9.724448993849942324e-01 2.000000000000000042e-02
6.184122061030515397e+03 9.812417794756637113e-01 2.000000000000000042e-02
6.184142071035517802e+03 1.010298979107701278e+00 2.000000000000000042e-02
6.184162081040520206e+03 1.010273986230704413e+00 2.000000000000000042e-02
6.184182091045522611e+03 1.010299214346519037e+00 2.000000000000000042e-02
6.184202101050525016e+03 1.077052883800065253e+00 2.000000000000000042e-02
6.184222111055527421e+03 1.011416057525670098e+00 2.000000000000000042e-02
6.184242121060529826e+03 1.022709553398138960e+00 2.000000000000000042e-02
6.184262131065533140e+03 1.019078269104612300e+00 2.000000000000000042e-02
6.184282141070535545e+03 1.013026052058199955e+00 2.000000000000000042e-02
6.184302151075537950e+03 9.936928352933340758e-01 2.000000000000000042e-02
6.184322161080540354e+03 1.015177597706387935e+00 2.000000000000000042e-02
6.184342171085542759e+03 9.845417020720769186e-01 2.000000000000000042e-02
6.184362181090545164e+03 9.952618272498512386e-01 2.000000000000000042e-02
6.184382191095547569e+03 9.902909214049958608e-01 2.000000000000000042e-02
6.184402201100549973e+03 1.001635668080920638e+00 2.000000000000000042e-02
6.184422211105552378e+03 1.046291349512548319e+00 2.000000000000000042e-02
6.184442221110555693e+03 9.626528671669667414e-01 2.000000000000000042e-02
6.184462231115558097e+03 1.013723367619422833e+00 2.000000000000000042e-02
6.184482241120560502e+03 9.677438391342397805e-01 2.000000000000000042e-02
6.184502251125562907e+03 9.905595119408733273e-01 2.000000000000000042e-02
6.184522261130565312e+03 1.021777153846715525e+00 2.000000000000000042e-02
6.184542271135567717e+03 1.001283734891606603e+00 2.000000000000000042e-02
6.184562281140570121e+03 9.784432315046055484e-01 2.000000000000000042e-02
6.184582291145572526e+03 9.856920453821849115e-01 2.000000000000000042e-02
6.184602301150574931e+03 1.013590067000496253e+00 2.000000000000000042e-02
6.184622311155577336e+03 9.853907717916277065e-01 2.000000000000000042e-02
6.184642321160580650e+03 1.004327268571042042e+00 2.000000000000000042e-02
6.184662331165583055e+03 1.000909525879686290e+00 2.000000000000000042e-02
6.184682341170585460e+03 9.869660743799788527e-01 2.000000000000000042e-02
6.184702351175587864e+03 1.042876955316862198e+00 2.000000000000000042e-02
6.184722361180590269e+03 1.012676446122243945e+00 2.000000000000000042e-02
6.184742371185592674e+03 9.594952060350090406e-01 2.000000000000000042e-02
6.184762381190595079e+03 1.003727136102055884e+00 2.000000000000000042e-02
6.184782391195597484e+03 9.867623124955039460e-01 2.000000000000000042e-02
6.184802401200599888e+03 1.017046700416162297e+00 2.000000000000000042e-02
6.184822411205603203e+03 9.841476108255696742e-01 2.000000000000000042e-02
6.184842421210605607e+03 9.977032885829395514e-01 2.000000000000000042e-02
6.184862431215608012e+03 1.010097754753449761e+00 2.000000000000000042e-02
6.184882441220610417e+03 1.017313104761753628e+00 2.000000000000000042e-02
6.184902451225612822e+03 9.759920643841167864e-01 2.000000000000000042e-02
6.184922461230615227e+03 9.933079593970863819e-01 2.000000000000000042e-02
6.184942471235617631e+03 9.904990694205627610e-01 2.000000000000000042e-02
6.184962481240620036e+03 9.869313824627916620e-01 2.000000000000000042e-02
6.184982491245622441e+03 1.035307043330373711e+00 2.000000000000000042e-02
6.185002501250625755e+03 1.008097584093849530e+00 2.000000000000000042e-02
6.185022511255628160e+03 9.747802620765764203e-01 2.000000000000000042e-02
6.185042521260630565e+03 1.018355171331160935e+00 2.000000000000000042e-02
6.185062531265632970e+03 1.042441047494608641e+00 2.000000000000000042e-02
6.185082541270635375e+03 1.020647219866525068e+00 2.000000000000000042e-02
6.185102551275637779e+03 9.696105063737689989e-01 2.000000000000000042e-02
6.185122561280640184e+03 9.903132152084065387e-01 2.000000000000000042e-02
6.185142571285642589e+03 1.025336110557209413e+00 2.000000000000000042e-02
6.185162581290644994e+03 9.858444891030242463e-01 2.000000000000000042e-02
6.185182591295647399e+03 1.008874257753732850e+00 2.000000000000000042e-02
6.185202601300650713e+03 1.015490540967588062e+00 2.000000000000000042e-02
6.185222611305653118e+03 9.814592411077021072e-01 2.000000000000000042e-02
6.185242621310655522e+03 9.988073339896376135e-01 2.000000000000000042e-02
6.185262631315657927e+03 9.351724848117188849e-01 2.000000000000000042e-02
6.185282641320660332e+03 9.795100692185118030e-01 2.000000000000000042e-02
6.185302651325662737e+03 9.949464493785499242e-01 2.000000000000000042e-02
6.185322661330665142e+03 9.750421390566840207e-01 2.000000000000000042e-02
6.185342671335667546e+03 1.032646018991760117e+00 2.000000000000000042e-02
6.185362681340669951e+03 9.713949554978507095e-01 2.000000000000000042e-02
6.185382691345673265e+03 9.911968833930516753e-01 2.000000000000000042e-02
6.185402701350675670e+03 1.002612574667823386e+00 2.000000000000000042e-02
6.185422711355678075e+03 1.028823218822894292e+00 2.000000000000000042e-02
6.185442721360680480e+03 9.712804998609793072e-01 2.000000000000000042e-02
6.185462731365682885e+03 1.023261007693342606e+00 2.000000000000000042e-02
6.185482741370685289e+03 1.000202383558131070e+00 2.000000000000000042e-02
6.185502751375687694e+03 9.803675389252271000e-01 2.000000000000000042e-02
6.185522761380690099e+03 1.009239770959961868e+00 2.000000000000000042e-02
6.185542771385692504e+03 1.003978884833844454e+00 2.000000000000000042e-02
6.185562781390694909e+03 9.879933427451325079e-01 2.000000000000000042e-02
6.185582791395698223e+03 1.001393711271373110e+00 2.000000000000000042e-02
6.185602801400700628e+03 9.922913868339939825e-01 2.000000000000000042e-02
6.185622811405703033e+03 1.002267994791348871e+00 2.000000000000000042e-02
6.185642821410705437e+03 1.013240250406309384e+00 2.000000000000000042e-02
6.185662831415707842e+03 1.031717962181848858e+00 2.000000000000000042e-02
6.185682841420710247e+03 9.752413047379496769e-01 2.000000000000000042e-02
6.185702851425712652e+03 1.042658270974631929e+00 2.000000000000000042e-02
6.185722861430715056e+03 9.609558361685262007e-01 2.000000000000000042e-02
6.185742871435717461e+03 9.969618788451368729e-01 2.000000000000000042e-02
6.185762881440720776e+03 1.011763913370754775e+00 2.000000000000000042e-02
6.185782891445723180e+03 1.005617394998242320e+00 2.000000000000000042e-02
6.185802901450725585e+03 9.875435555557795508e-01 2.000000000000000042e-02
6.185822911455727990e+03 9.958350891587509635e-01 2.000000000000000042e-02
6.185842921460730395e+03 9.901375035903542399e-01 2.000000000000000042e-02
6.185862931465732800e+03 9.882102151650599131e-01 2.000000000000000042e-02
6.185882941470735204e+03 1.016989540166391315e+00 2.000000000000000042e-02
6.185902951475737609e+03 1.007137795767727662e+00 2.000000000000000042e-02
6.185922961480740014e+03 9.861392818648946346e-01 2.000000000000000042e-02
6.185942971485742419e+03 1.017989458898454380e+00 2.000000000000000042e-02
6.185962981490745733e+03 1.006143439323760047e+00 2.000000000000000042e-02
6.185982991495748138e+03 1.016254678694939129e+00 2.000000000000000042e-02
6.186003001500750543e+03 1.012590000462774142e+00 2.000000000000000042e-02
6.186023011505752947e+03 9.834175106049058979e-01 2.000000000000000042e-02
6.186043021510755352e+03 9.887937771100298034e-01 2.000000000000000042e-02
6.186063031515757757e+03 1.014943256997282051e+00 2.000000000000000042e-02
6.186083041520760162e+03 1.012204777073188344e+00 2.000000000000000042e-02
6.186103051525762567e+03 9.995793266423990131e-01 2.000000000000000042e-02
6.186123061530764971e+03 1.002343892831061289e+00 2.000000000000000042e-02
6.186143071535768286e+03 1.025550629608456443e+00 2.000000000000000042e-02
6.186163081540770690e+03 9.881658903269051608e-01 2.000000000000000042e-02
6.186183091545773095e+03 1.010939252019597001e+00 2.000000000000000042e-02
6.186203101550775500e+03 9.959534375202137024e-01 2.000000000000000042e-02
6.186223111555777905e+03 9.956436525556223716e-01 2.000000000000000042e-02
6.186243121560780310e+03 1.021972799588192649e+00 2.000000000000000042e-02
6.186263131565782714e+03 1.016505575331902556e+00 2.000000000000000042e-02
6.186283141570785119e+03 1.016267426749632996e+00 2.000000000000000042e-02
6.186303151575787524e+03 1.026106795722316001e+00 2.000000000000000042e-02
6.186323161580790838e+03 1.000417281831940342e+00 2.000000000000000042e-02
6.186343171585793243e+03 1.013636249713975701e+00 2.000000000000000042e-02
6.186363181590795648e+03 9.937918403119905264e-01 2.000000000000000042e-02
6.186383191595798053e+03 1.006480487514628486e+00 2.000000000000000042e-02
6.186403201600800458e+03 9.973942842619154536e-01 2.000000000000000042e-02
6.186423211605802862e+03 1.001937049395105417e+00 2.000000000000000042e-02
6.186443221610805267e+03 1.011900255209669419e+00 2.000000000000000042e-02
6.186463231615807672e+03 9.836326854997368141e-01 2.000000000000000042e-02
6.186483241620810077e+03 1.041844828997442685e+00 2.000000000000000042e-02
6.186503251625812482e+03 9.798767200269422606e-01 2.000000000000000042e-02
6.186523261630815796e+03 9.757132794262467490e-01 2.000000000000000042e-02
6.186543271635818201e+03 1.023159253026880045e+00 2.000000000000000042e-02
6.186563281640820605e+03 1.015830273158739194e+00 2.000000000000000042e-02
6.186583291645823010e+03 1.012479399188719542e+00 2.000000000000000042e-02
6.186603301650825415e+03 1.012563896444587330e+00 2.000000000000000042e-02
6.186623311655827820e+03 9.997520340552077389e-01 2.000000000000000042e-02
6.186643321660830225e+03 9.820518651742425886e-01 2.000000000000000042e-02
6.186663331665832629e+03 1.001513026696323250e+00 2.000000000000000042e-02
6.186683341670835034e+03 9.864536840650341976e-01 2.000000000000000042e-02
6.186703351675838348e+03 1.019499295558413454e+00 2.000000000000000042e-02
6.186723361680840753e+03 9.970557356843243735e-01 2.000000000000000042e-02
6.186743371685843158e+03 9.834869216298761652e-01 2.000000000000000042e-02
6.186763381690845563e+03 9.935691308085523588e-01 2.000000000000000042e-02
6.186783391695847968e+03 1.008255458624962575e+00 2.000000000000000042e-02
6.186803401700850372e+03 9.887223202005368528e-01 2.000000000000000042e-02
6.186823411705852777e+03 9.835523848791027923e-01 2.000000000000000042e-02
6.186843421710855182e+03 1.004870518368004229e+00 2.000000000000000042e-02
6.186863431715857587e+03 1.004896086719210491e+00 2.000000000000000042e-02
6.186883441720859992e+03 9.898578727567753921e-01 2.000000000000000042e-02
6.186903451725863306e+03 9.905759509243871053e-01 2.000000000000000042e-02
6.186923461730865711e+03 1.004637696358897214e+00 2.000000000000000042e-02
6.186943471735868116e+03 9.710349911562052849e-01 2.000000000000000042e-02
6.186963481740870520e+03 9.718473826693638795e-01 2.000000000000000042e-02
6.186983491745872925e+03 9.856277536957794849e-01 2.000000000000000042e-02
6.187003501750875330e+03 9.957276748405040623e-01 2.000000000000000042e-02
6.187023511755877735e+03 1.006214748727316088e+00 2.000000000000000042e-02
6.187043521760880139e+03 1.029503701078317901e+00 2.000000000000000042e-02
6.187063531765882544e+03 1.017149748307276003e+00 2.000000000000000042e-02
6.187083541770885859e+03 9.967977641243240816e-01 2.000000000000000042e-02
6.187103551775888263e+03 9.996161892187782616e-01 2.000000000000000042e-02
6.187123561780890668e+03 9.799459045065557206e-01 2.000000000000000042e-02
6.187143571785893073e+03 9.996262072674644283e-01 2.000000000000000042e-02
6.187163581790895478e+03 9.942232751586302930e-01 2.000000000000000042e-02
6.187183591795897883e+03 1.006450796851347640e+00 2.000000000000000042e-02
6.187203601800900287e+03 9.834517842349573824e-01 2.000000000000000042e-02
6.187223611805902692e+03 1.010383310602049223e+00 2.000000000000000042e-02
6.187243621810905097e+03 1.030651135534159213e+00 2.000000000000000042e-02
6.187263631815907502e+03 9.978211310032658599e-01 2.000000000000000042e-02
6.187283641820910816e+03 1.008030544849755294e+00 2.000000000000000042e-02
6.187303651825913221e+03 1.013799166410017882e+00 2.000000000000000042e-02
6.187323661830915626e+03 9.919718530342029883e-01 2.000000000000000042e-02
6.187343671835918030e+03 1.004478087727719515e+00 2.000000000000000042e-02
6.187363681840920435e+03 1.000248061445457415e+00 2.000000000000000042e-02
6.187383691845922840e+03 1.001949710452969988e+00 2.000000000000000042e-02
6.187403701850925245e+03 9.845359675659471899e-01 2.000000000000000042e-02
6.187423711855927650e+03 1.000486341193099760e+00 2.000000000000000042e-02
6.187443721860930054e+03 1.009956077696290366e+00 2.000000000000000042e-02
6.187463731865933369e+03 1.029018957884004770e+00 2.000000000000000042e-02
6.187483741870935773e+03 1.019181475794334935e+00 2.000000000000000042e-02
6.187503751875938178e+03 1.043059681649602055e+00 2.000000000000000042e-02
6.187523761880940583e+03 9.846490541448360556e-01 2.000000000000000042e-02
6.187543771885942988e+03 1.017442390710857625e+00 2.000000000000000042e-02
6.187563781890945393e+03 1.003662790329669541e+00 2.000000000000000042e-02
6.187583791895947797e+03 1.043791980776167971e+00 2.000000000000000042e-02
6.187603801900950202e+03 9.838299279537652264e-01 2.000000000000000042e-02
6.187623811905952607e+03 9.832014280119804051e-01 2.000000000000000042e-02
6.187643821910955921e+03 9.880079827804850723e-01 2.000000000000000042e-02
6.187663831915958326e+03 9.575178916691815534e-01 2.000000000000000042e-02
6.187683841920960731e+03 9.894806758130433311e-01 2.000000000000000042e-02
6.187703851925963136e+03 9.848130927249824085e-01 2.000000000000000042e-02
6.187723861930965541e+03 1.003003591005757533e+00 2.000000000000000042e-02
6.187743871935967945e+03 1.006830803715207168e+00 2.000000000000000042e-02
6.187763881940970350e+03 1.037519069502939928e+00 2.000000000000000042e-02
