# Wave Flux Err
6.186283141570785119e+03 1.016269643606184880e+00 2.000000000000000042e-02
6.186303151575787524e+03 1.026109023778385865e+00 2.000000000000000042e-02
6.186323161580790838e+03 1.000419521187338345e+00 2.000000000000000042e-02
6.186343171585793243e+03 1.013638500469854264e+00 2.000000000000000042e-02
6.186363181590795648e+03 9.937941025708720844e-01 2.000000000000000042e-02
6.186383191595798053e+03 1.006482761380431024e+00 2.000000000000000042e-02
6.186403201600800458e+03 9.973965698399775981e-01 2.000000000000000042e-02
6.186423211605802862e+03 1.001939346792211749e+00 2.000000000000000042e-02
6.186443221610805267e+03 1.011902564534080229e+00 2.000000000000000042e-02
6.186463231615807672e+03 9.836350068612109698e-01 2.000000000000000042e-02
6.186483241620810077e+03 1.041847162507271607e+00 2.000000000000000042e-02
6.186503251625812482e+03 9.798790657979760121e-01 2.000000000000000042e-02
6.186523261630815796e+03 9.757156375729247877e-01 2.000000000000000042e-02
6.186543271635818201e+03 1.023161623665260977e+00 2.000000000000000042e-02
6.186563281640820605e+03 1.015832656406531420e+00 2.000000000000000042e-02
6.186583291645823010e+03 1.012481795165316889e+00 2.000000000000000042e-02
6.186603301650825415e+03 1.012566305271096256e+00 2.000000000000000042e-02
6.186623311655827820e+03 9.997544558544855242e-01 2.000000000000000042e-02
6.186643321660830225e+03 9.820543000709296422e-01 2.000000000000000042e-02
6.186663331665832629e+03 1.001515474816877305e+00 2.000000000000000042e-02
6.186683341670835034e+03 9.864561455377695021e-01 2.000000000000000042e-02
6.186703351675838348e+03 1.019501770513537187e+00 2.000000000000000042e-02
6.186723361680840753e+03 9.970582242539725026e-01 2.000000000000000042e-02
6.186743371685843158e+03 9.834894239481547507e-01 2.000000000000000042e-02
6.186763381690845563e+03 9.935716470115750765e-01 2.000000000000000042e-02
6.186783391695847968e+03 1.008257988850894682e+00 2.000000000000000042e-02
6.186803401700850372e+03 9.887248645896338228e-01 2.000000000000000042e-02
6.186823411705852777e+03 9.835549435737582780e-01 2.000000000000000042e-02
6.186843421710855182e+03 1.004873091512790362e+00 2.000000000000000042e-02
6.186863431715857587e+03 1.004898674460922958e+00 2.000000000000000042e-02
6.186883441720859992e+03 9.898604752444840615e-01 2.000000000000000042e-02
6.186903451725863306e+03 9.905785683094807670e-01 2.000000000000000042e-02
6.186923461730865711e+03 1.004640328795133097e+00 2.000000000000000042e-02
6.186943471735868116e+03 9.710376387997603498e-01 2.000000000000000042e-02
6.186963481740870520e+03 9.718500456788858877e-01 2.000000000000000042e-02
6.186983491745872925e+03 9.856304322324414002e-01 2.000000000000000042e-02
6.187003501750875330e+03 9.957303690680582298e-01 2.000000000000000042e-02
6.187023511755877735e+03 1.006217458812149967e+00 2.000000000000000042e-02
6.187043521760880139e+03 1.029506427189512019e+00 2.000000000000000042e-02
6.187063531765882544e+03 1.017152490616663796e+00 2.000000000000000042e-02
6.187083541770885859e+03 9.968005228065519585e-01 2.000000000000000042e-02
6.187103551775888263e+03 9.996189644513701067e-01 2.000000000000000042e-02
6.187123561780890668e+03 9.799486964699761771e-01 2.000000000000000042e-02
6.187143571785893073e+03 9.996290161451854006e-01 2.000000000000000042e-02
6.187163581790895478e+03 9.942261011371972268e-01 2.000000000000000042e-02
6.187183591795897883e+03 1.006453640120455351e+00 2.000000000000000042e-02
6.187203601800900287e+03 9.834546449875153362e-01 2.000000000000000042e-02
6.187223611805902692e+03 1.010386189034262028e+00 2.000000000000000042e-02
6.187243621810905097e+03 1.030654031845595675e+00 2.000000000000000042e-02
6.187263631815907502e+03 9.978240453969469126e-01 2.000000000000000042e-02
6.187283641820910816e+03 1.008033477532228384e+00 2.000000000000000042e-02
6.187303651825913221e+03 1.013802117591440455e+00 2.000000000000000042e-02
6.187323661830915626e+03 9.919748229284341967e-01 2.000000000000000042e-02
6.187343671835918030e+03 1.004481076552401264e+00 2.000000000000000042e-02
6.187363681840920435e+03 1.000251069422110950e+00 2.000000000000000042e-02
6.187383691845922840e+03 1.001952737807087601e+00 2.000000000000000042e-02
6.187403701850925245e+03 9.845390145270883631e-01 2.000000000000000042e-02
6.187423711855927650e+03 1.000489407994994417e+00 2.000000000000000042e-02
6.187443721860930054e+03 1.009959164576937019e+00 2.000000000000000042e-02
6.187463731865933369e+03 1.029022065085780646e+00 2.000000000000000042e-02
6.187483741870935773e+03 1.019184603564102787e+00 2.000000000000000042e-02
6.187503751875938178e+03 1.043062830238823846e+00 2.000000000000000042e-02
6.187523761880940583e+03 9.846522238096908630e-01 2.000000000000000042e-02
6.187543771885942988e+03 1.017445581712359770e+00 2.000000000000000042e-02
6.187563781890945393e+03 1.003666002933793822e+00 2.000000000000000042e-02
6.187583791895947797e+03 1.043795215253976005e+00 2.000000000000000042e-02
6.187603801900950202e+03 9.838331845815403431e-01 2.000000000000000042e-02
6.187623811905952607e+03 9.832047070713622050e-01 2.000000000000000042e-02
6.187643821910955921e+03 9.880112845586104253e-01 2.000000000000000042e-02
6.187663831915958326e+03 9.575212164588313701e-01 2.000000000000000042e-02
6.187683841920960731e+03 9.894840239127929982e-01 2.000000000000000042e-02
6.187703851925963136e+03 9.848164644393569978e-01 2.000000000000000042e-02
6.187723861930965541e+03 1.003006986645393672e+00 2.000000000000000042e-02
6.187743871935967945e+03 1.006834223597016686e+00 2.000000000000000042e-02
6.187763881940970350e+03 1.037522513950283720e+00 2.000000000000000042e-02
